name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,state
Fort Worth / Sansom Park,US,TX,74739,KFTW,32.8198,-97.3624,216.0,America/Chicago,2005-01-01,2023-11-04,1946-09-02,2023-10-31,1946-01-01,2022-01-01,TX
Kimble County Airport,US,TX,74740,KJCT,30.5167,-99.7667,533.0,America/Chicago,1977-08-27,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,TX
Austin / Del Valle,US,TX,74745,KAUS,30.1945,-97.6699,165.0,America/Chicago,1999-05-24,2023-11-04,1948-03-01,2023-10-30,1949-01-01,2022-01-01,TX
Bryan / Smetana,US,TX,74746,KCFD,30.6335,-96.4836,80.0,America/Chicago,2017-01-21,2023-11-04,1951-08-01,2023-10-31,1951-01-01,2022-01-01,TX
Alice / 665 Site Colonia,US,TX,,KALI,27.7409,-98.0269,54.0,America/Chicago,1946-08-01,2023-10-30,1946-08-02,2022-04-24,1946-01-01,2022-01-01,TX
Cotulla / Zamora Acres Colonia,US,TX,,KCOT,28.4567,-99.2183,145.0,America/Chicago,1973-01-01,2023-11-04,1973-01-02,2022-04-24,1981-01-01,2022-01-01,TX
Killeen / Fort Hood / Montague Village,US,TX,,KGRK,31.0673,-97.8289,309.0,America/Chicago,1950-09-26,2023-11-04,1950-09-27,2022-04-24,1950-01-01,2021-01-01,TX
Hondo,US,TX,,KHDO,29.3597,-99.1767,284.0,America/Chicago,1942-09-15,2023-11-04,1942-09-16,2022-04-24,1943-01-01,2021-01-01,TX
Harlingen / Santa Elena Colonia,US,TX,,KHRL,26.2285,-97.6544,11.0,America/Chicago,1942-03-01,2023-11-04,1942-03-02,2022-04-24,1942-01-01,2021-01-01,TX
Wink,US,TX,,KINK,31.7798,-103.2017,860.0,America/Chicago,1946-08-01,2023-11-04,1946-08-02,2022-04-24,1947-01-01,2022-01-01,TX
Lufkin / Burke,US,TX,,KLFK,31.234,-94.75,90.0,America/Chicago,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1981-01-01,2022-01-01,TX
McAllen / Francis Addition Colonia,US,TX,,KMFE,26.1758,-98.2386,33.0,America/Chicago,1973-01-01,2023-11-04,1973-01-02,2022-04-24,1999-01-01,2022-01-01,TX
Mineral Wells / Sturdivant,US,TX,,KMWL,32.7816,-98.0602,297.0,America/Chicago,1948-03-10,2023-11-04,1948-03-10,2022-04-24,1948-01-01,2021-01-01,TX
Kingsville,US,TX,,KNQI,27.5045,-97.8083,15.0,America/Chicago,1973-01-01,2023-11-04,1973-01-01,2022-03-21,1981-01-01,2021-01-01,TX
Palacios / Camp Hulen,US,TX,,KPSX,28.7275,-96.2509,4.0,America/Chicago,1946-08-01,2023-11-04,1946-08-02,2022-04-24,1946-01-01,2021-01-01,TX
San Antonio / Universal City / Airport City,US,TX,,KRND,29.5289,-98.278,232.0,America/Chicago,1938-04-01,2023-11-04,1938-04-02,2022-04-25,1938-01-01,2021-01-01,TX
San Antonio / Lackland Air Force Base,US,TX,,KSKF,29.3842,-98.5812,210.0,America/Chicago,1937-07-07,2023-11-04,1937-08-26,2022-04-24,1937-01-01,2021-01-01,TX
San Antonio / Bergs Mill,US,TX,,KSSF,29.337,-98.471,176.0,America/Chicago,1999-01-01,2023-11-04,1999-01-01,2022-04-24,2002-01-01,2022-01-01,TX
Tyler / Chandler,US,TX,,KTYR,32.3541,-95.4024,166.0,America/Chicago,1973-01-01,2023-11-04,1973-01-02,2022-04-24,2000-01-01,2021-01-01,TX
Price Carbon County Airport,US,UT,72470,KPUC,39.6167,-110.75,1814.0,America/Denver,2006-01-01,2023-11-04,1998-09-10,2023-10-30,1998-01-01,2022-01-01,UT
Milford / Yellow Banks,US,UT,72475,KMLF,38.4266,-113.0125,1536.0,America/Denver,2005-01-01,2023-10-24,1928-01-01,2023-09-24,1928-01-01,2022-01-01,UT
Delta,US,UT,72479,KDTA,39.3806,-112.5077,1451.0,America/Denver,2014-08-20,2023-11-04,1938-06-01,2023-09-29,1938-01-01,2022-01-01,UT
Salt Lake City International  Airport,US,UT,72572,KSLC,40.7833,-111.9667,1288.0,America/Denver,1941-11-01,2023-11-04,1941-11-01,2023-10-31,1941-01-01,2022-01-01,UT
Ogden-Hinckley Airport,US,UT,72575,KOGD,41.2,-112.0167,1362.0,America/Denver,1973-01-01,2023-11-04,1948-01-01,2023-10-30,1948-01-01,2022-01-01,UT
Wendover / Air Force Auxillary Field,US,UT,72581,KENV,40.7333,-114.0333,1291.0,America/Denver,1942-08-01,2023-11-04,1911-05-25,2022-04-18,1911-01-01,2021-01-01,UT
Dugway Proving Grounds,US,UT,74003,KDPG,40.1667,-112.9333,1326.0,America/Denver,2006-01-03,2023-11-02,1949-12-07,2018-10-23,1950-01-01,1967-01-01,UT
Roosevelt,US,UT,74420,KU67,40.3,-109.9833,1553.0,America/Denver,,,1948-07-14,2023-10-31,1948-01-01,2022-01-01,UT
Bryce Canyon / Bryce Canyon City,US,UT,,KBCE,37.7064,-112.1458,2313.0,America/Denver,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2005-01-01,2021-01-01,UT
Cedar City,US,UT,,KCDC,37.701,-113.0988,1714.0,America/Denver,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1981-01-01,2022-01-01,UT
Norfolk International Airport,US,VA,72308,KORF,36.9,-76.2,8.0,America/New_York,1973-01-01,2023-11-04,1946-01-01,2023-10-31,1946-01-01,2022-01-01,VA
Richmond International  Airport,US,VA,72401,KRIC,37.5167,-77.3167,51.0,America/New_York,1942-09-24,2023-11-04,1939-03-01,2023-10-31,1939-01-01,2022-01-01,VA
Wallops Flight Fac Airport,US,VA,72402,KWAL,37.9333,-75.4667,12.0,America/New_York,1973-01-01,2023-11-04,1966-10-01,2023-10-31,1966-01-01,2022-01-01,VA
Dulles International Airport,US,VA,72403,KIAD,38.9333,-77.45,95.0,America/New_York,1973-01-01,2023-11-04,1960-04-01,2023-10-31,1961-01-01,2022-01-01,VA
Lynchburg Regional Airport,US,VA,72410,KLYH,37.3167,-79.2,286.0,America/New_York,1973-01-01,2023-11-04,1944-08-01,2023-10-31,1944-01-01,2022-01-01,VA
Roanoke Regional Airport,US,VA,72411,KROA,37.3167,-79.9667,358.0,America/New_York,1973-01-01,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,VA
Langley Air Force Base,US,VA,74598,KLFI,37.0833,-76.35,3.0,America/New_York,1936-10-01,2023-11-04,1918-11-01,2022-04-25,1918-01-01,2021-01-01,VA
Ft Pickett / Blackstone,US,VA,,KBKT,37.0743,-77.9573,133.0,America/New_York,1943-06-01,2023-11-04,1943-06-02,2022-04-25,2020-01-01,2022-01-01,VA
Charlottesville / Deerwood,US,VA,,KCHO,38.1386,-78.4529,195.0,America/New_York,1973-01-01,2023-11-04,1973-01-02,2022-04-24,2005-01-01,2022-01-01,VA
Danville / Green Acres,US,VA,,KDAN,36.5729,-79.3361,174.0,America/New_York,1973-01-01,2023-11-03,1994-06-10,2022-04-24,2004-01-01,2022-01-01,VA
Fort Eustis / Hoopes Landing,US,VA,,KFAF,37.1325,-76.6088,3.0,America/New_York,1960-11-01,2023-11-04,1960-11-02,2022-04-24,1960-01-01,2020-01-01,VA
Franklin / Lees Mill,US,VA,,KFKN,36.6981,-76.9038,12.0,America/New_York,1994-10-16,2023-11-04,1994-10-30,2022-04-24,2010-01-01,2022-01-01,VA
Virginia Beach / Gatewood Park,US,VA,,KNTU,36.8227,-76.0319,7.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1974-01-01,2021-01-01,VA
Quantico,US,VA,,KNYG,38.5036,-77.305,3.0,America/New_York,1973-01-01,2023-11-04,1973-01-02,2022-04-24,1984-01-01,2021-01-01,VA
Dublin / Highland Park,US,VA,,KPSK,37.1373,-80.6785,642.0,America/New_York,1994-08-18,2023-11-04,1994-08-31,2022-04-24,2010-01-01,2022-01-01,VA
Newport,US,VT,72612,K9B2,44.9333,-72.2,233.0,America/New_York,,,1930-02-01,2023-02-02,1930-01-01,2022-01-01,VT
St Johnsbury Fairbanks,US,VT,72614,K1V4,44.4167,-72.0167,212.0,America/New_York,1973-01-01,2023-11-04,1894-03-01,2023-10-31,1894-01-01,2022-01-01,VT
Burlington International,US,VT,72617,KBTV,44.4667,-73.15,102.0,America/New_York,1948-01-01,2023-11-04,1940-12-01,2023-10-31,1940-01-01,2022-01-01,VT
Montpelier / Berlin Corners,US,VT,,KMPV,44.2035,-72.5623,355.0,America/New_York,1973-01-01,2023-11-04,1973-01-02,2022-04-24,1999-01-01,2022-01-01,VT
Whidbey Island / Ault Field,US,WA,69023,KNUW,48.3518,-122.656,14.0,America/Los_Angeles,2005-01-01,2023-11-04,1945-04-01,2022-04-24,1945-01-01,2022-01-01,WA
Yakima Air Terminal,US,WA,72781,KYKM,46.5667,-120.5333,334.0,America/Los_Angeles,1973-01-01,2023-11-04,1946-09-06,2023-10-30,1946-01-01,2022-01-01,WA
Spokane International Airport,US,WA,72785,KGEG,47.6167,-117.5333,723.0,America/Los_Angeles,1941-08-11,2023-11-04,1889-08-01,2023-10-31,1889-01-01,2022-01-01,WA
Deer Park / T Bridge Corner,US,WA,72787,,47.9689,-117.4211,654.0,America/Los_Angeles,,,1998-11-01,2023-10-31,1998-01-01,2022-01-01,WA
Ephrata / Lakeview,US,WA,72790,KEPH,47.3081,-119.5169,389.0,America/Los_Angeles,1942-01-01,2023-11-04,1942-01-02,2023-10-31,1942-01-01,2022-01-01,WA
Olympia Airport,US,WA,72792,KOLM,46.9667,-122.9,63.0,America/Los_Angeles,1973-01-01,2023-11-04,1941-05-13,2023-10-31,1941-01-01,2022-01-01,WA
Seattle-Tacoma Airport,US,WA,72793,KSEA,47.45,-122.3167,131.0,America/Los_Angeles,1948-01-01,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,WA
Quillayute State Airport,US,WA,72797,KUIL,47.9333,-124.5667,59.0,America/Los_Angeles,1973-01-01,2023-11-04,1966-08-01,2023-10-31,1966-01-01,2022-01-01,WA
Tacoma / McChord Air Force Base,US,WA,74206,KTCM,47.15,-122.4833,98.0,America/Los_Angeles,1940-07-22,2023-11-04,1940-07-23,2022-04-25,1940-01-01,2022-01-01,WA
Fort Lewis / Gray U. S. Army Airfield,US,WA,74207,KGRF,47.1167,-122.55,92.0,America/Los_Angeles,1939-04-01,2023-11-04,1939-04-02,2022-04-25,1939-01-01,2022-01-01,WA
Seattle / South Park,US,WA,,KBFI,47.53,-122.302,6.0,America/Los_Angeles,1943-10-01,2023-11-04,1943-10-02,2022-04-24,1944-01-01,2022-01-01,WA
Bellingham / Marietta-Alderwood,US,WA,,KBLI,48.7927,-122.5375,52.0,America/Los_Angeles,1948-01-01,2023-11-04,1948-01-02,2022-04-24,1948-01-01,2022-01-01,WA
Ellensburg,US,WA,,KELN,47.033,-120.5307,538.0,America/Los_Angeles,1988-01-06,2023-11-04,1998-10-07,2022-04-24,2005-01-01,2021-01-01,WA
Moses Lake / Moses Lake North,US,WA,,KMWH,47.2086,-119.3191,362.0,America/Los_Angeles,1943-06-10,2023-11-04,1943-06-11,2022-04-24,1943-01-01,2022-01-01,WA
Pasco,US,WA,,KPSC,46.2647,-119.119,125.0,America/Los_Angeles,1973-01-01,2023-11-04,1998-02-01,2022-04-24,2005-01-01,2021-01-01,WA
Shelton / Hidden Haven Mobile Home Park,US,WA,,KSHN,47.2336,-123.1476,83.0,America/Los_Angeles,1999-01-01,2023-11-04,1999-01-01,2022-04-24,2002-01-01,2022-01-01,WA
Spokane / Fairchild Air Force Base,US,WA,,KSKA,47.6151,-117.6558,750.0,America/Los_Angeles,1940-04-01,2023-11-04,1940-04-02,2022-04-24,1940-01-01,2021-01-01,WA
Gen Mitchell International Airport,US,WI,72640,KMKE,42.955,-87.9044,211.0,America/Chicago,1948-01-01,2023-11-04,1938-04-01,2023-10-31,1938-01-01,2022-01-01,WI
Madison Dane County Rgnl,US,WI,72641,KMSN,43.1333,-89.0167,263.0,America/Chicago,1948-01-01,2023-11-04,1939-10-01,2023-10-31,1939-01-01,2022-01-01,WI
La Crosse Municipal Airport,US,WI,72643,KLSE,43.8833,-91.25,199.0,America/Chicago,1948-01-01,2023-11-04,1938-04-01,2023-10-31,1938-01-01,2022-01-01,WI
Austin Straubel International  Airport,US,WI,72645,KGRB,44.4833,-88.1333,212.0,America/Chicago,1950-01-01,2023-11-04,1886-09-01,2023-10-31,1886-01-01,2022-01-01,WI
Wausau / Wausau Junction,US,WI,72646,KAUW,44.9263,-89.627,366.0,America/Chicago,1990-03-14,2023-11-04,1941-12-01,2023-10-31,1941-01-01,2022-01-01,WI
Park Falls,US,WI,72741,KPKF,45.9333,-90.45,462.0,America/Chicago,1973-01-01,2001-02-03,1910-05-01,2023-11-01,1910-01-01,2021-01-01,WI
Eau Claire County / Pinehurst,US,WI,,KEAU,44.8658,-91.4843,278.0,America/Chicago,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1973-01-01,2022-01-01,WI
Fond Du Lac / Fond Du Lac,US,WI,,KFLD,43.7712,-88.4884,246.0,America/Chicago,1999-01-01,2023-11-04,1999-01-01,2022-04-24,2005-01-01,2022-01-01,WI
Volk / Camp Douglas,US,WI,,KVOK,43.9392,-90.2532,278.0,America/Chicago,1961-10-01,2023-11-04,1962-10-25,2022-04-22,1966-01-01,2021-01-01,WI
Raleigh County Mem Airport,US,WV,72412,KBKW,37.8,-81.1167,763.0,America/New_York,1973-01-01,2023-11-04,1963-05-15,2023-10-31,1963-01-01,2022-01-01,WV
Yeager Airport,US,WV,72414,KCRW,38.3667,-81.6,299.0,America/New_York,1973-01-01,2023-11-04,1947-12-01,2023-10-31,1947-01-01,2022-01-01,WV
Jennings Randolph Field,US,WV,72417,KEKN,38.8833,-79.85,606.0,America/New_York,1973-01-01,2023-11-04,1926-01-01,2023-10-31,1926-01-01,2022-01-01,WV
Tri-State Airport,US,WV,72425,KHTS,38.3667,-82.55,252.0,America/New_York,1973-01-01,2023-11-04,1961-01-04,2023-10-31,1961-01-01,2022-01-01,WV
Morgantown / Easton,US,WV,,KMGW,39.6429,-79.9163,379.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1974-01-01,2021-01-01,WV
Martinsburg / Grubbs Corner,US,WV,,KMRB,39.4019,-77.9847,172.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2001-01-01,2022-01-01,WV
Parkersburg / Parkeresburg [Misspelling] / Brierwood,US,WV,,KPKB,39.3451,-81.4392,262.0,America/New_York,1990-02-08,2023-11-04,1990-02-09,2022-04-24,2001-01-01,2022-01-01,WV
Cheyenne Airport,US,WY,72564,KCYS,41.15,-104.8,1878.0,America/Denver,1948-01-01,2023-11-04,1915-01-01,2023-10-30,1915-01-01,2022-01-01,WY
Natrona County International  Airport,US,WY,72569,KCPR,42.9,-106.4667,1630.0,America/Denver,1940-01-01,2023-11-04,1940-01-01,2023-10-31,1940-01-01,2022-01-01,WY
Rock Springs-Sweetwater Co,US,WY,72574,KRKS,41.6,-109.05,2060.0,America/Denver,1991-01-01,2023-11-04,1991-01-01,2023-11-01,1991-01-01,2022-01-01,WY
Lander Hunt Field,US,WY,72576,KLND,42.8167,-108.7333,1703.0,America/Denver,1973-01-01,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,WY
Gillette-Campbell Cty Airport,US,WY,72665,KGCC,44.3333,-105.55,1330.0,America/Denver,2006-01-01,2023-11-04,1998-07-15,2023-10-28,1998-01-01,2022-01-01,WY
Sheridan County Airport,US,WY,72666,KSHR,44.7667,-106.9667,1226.0,America/Denver,1973-01-01,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,WY
Rawlins / Sinclair,US,WY,72669,KRWL,41.8056,-107.1999,2078.0,America/Denver,2010-08-01,2023-11-04,1951-03-06,2023-10-30,1951-01-01,2022-01-01,WY
Big Piney-Marbleton Airport,US,WY,72671,KBPI,42.5833,-110.1,2131.0,America/Denver,1999-01-01,2023-11-04,1998-02-26,2023-10-31,1998-01-01,2022-01-01,WY
Evanston,US,WY,,KEVW,41.2748,-111.0346,2177.0,America/Denver,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2005-01-01,2022-01-01,WY
Yellowstone / Lake,US,WY,,KP60,44.55,-110.4167,2368.0,America/Denver,1979-03-22,2023-11-04,1980-11-10,2022-03-15,2001-01-01,2021-01-01,WY
